Activity Period,Operating Airline,Operating Airline IATA Code,Published Airline,Published Airline IATA Code,GEO Summary,GEO Region,Activity Type Code,Cargo Type Code,Cargo Aircraft Type,Cargo Metric TONS
201306,Air China,CA,Air China,CA,International,Asia,Enplaned,Mail,Combi,1.1163096
200902,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Express,Passenger,0.6536376
201006,Air Berlin,AB,Air Berlin,AB,International,Europe,Deplaned,Cargo,Passenger,33.9401664
200507,Northwest Airlines (became Delta),NW,Northwest Airlines (became Delta),NW,International,Asia,Enplaned,Cargo,Passenger,189.4170096
201711,China Airlines,CI,China Airlines,CI,International,Asia,Enplaned,Cargo,Freighter,527.4433584
201902,United Airlines,UA,United Airlines,UA,International,Middle East,Enplaned,Mail,Passenger,8.6184
200605,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Enplaned,Mail,Passenger,57.2747112
201007,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Enplaned,Cargo,Passenger,25.6542552
201505,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Cargo,Passenger,14.939316
200904,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Deplaned,Cargo,Passenger,18.9305424
201010,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Express,Freighter,23.0124888
200701,ABX Air,GB,ABX Air,GB,Domestic,US,Deplaned,Cargo,Freighter,1191.042468
201310,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Cargo,Passenger,65.4694488
200510,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Enplaned,Express,Passenger,5.9934168
200604,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Enplaned,Mail,Passenger,1.4315616
200903,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Enplaned,Cargo,Passenger,3.6678096
201007,Delta Air Lines,DL,Delta Air Lines,DL,International,Asia,Deplaned,Mail,Passenger,37.2323952
201202,American Airlines,AA,American Airlines,AA,Domestic,US,Deplaned,Cargo,Passenger,468.77292
201906,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Enplaned,Mail,Passenger,12.2072832
201807,American Airlines,AA,American Airlines,AA,Domestic,US,Deplaned,Cargo,Passenger,132.9283872
201706,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Cargo,Freighter,97.0345656
201105,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Enplaned,Express,Passenger,1.6973712
201806,China Eastern,MU,China Eastern,MU,International,Asia,Enplaned,Cargo,Passenger,245.8525608
201101,US Airways,US,US Airways,US,Domestic,US,Deplaned,Cargo,Passenger,21.3024168
201203,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Mail,Freighter,31.2630192
201011,American Airlines,AA,American Airlines,AA,Domestic,US,Enplaned,Mail,Passenger,163.7183016
201608,SAS Airlines,SK,SAS Airlines,SK,International,Europe,Deplaned,Mail,Passenger,10.22868
201505,United Airlines,UA,United Airlines,UA,International,Canada,Enplaned,Cargo,Passenger,1.5109416
201207,British Airways,BA,British Airways,BA,International,Europe,Enplaned,Mail,Passenger,50.9338368
201001,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Cargo,Freighter,583.037028
201605,Nippon Cargo Airlines,KZ,Nippon Cargo Airlines,KZ,International,Asia,Deplaned,Mail,Freighter,7.2616824
201705,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Cargo,Passenger,167.5993032
201003,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Cargo,Passenger,453.252996
201406,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Deplaned,Mail,Passenger,27.1425168
200808,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Enplaned,Mail,Passenger,8.9318376
200511,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Enplaned,Mail,Passenger,28.0107072
200805,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Deplaned,Express,Passenger,5.9652936
201404,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Mail,Passenger,881.2545336
201906,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Deplaned,Cargo,Passenger,3.52674
200608,Midwest Airlines,YX,Midwest Airlines,YX,Domestic,US,Enplaned,Cargo,Passenger,3.8460744
201111,World Airways,WO,World Airways,WO,Domestic,US,Deplaned,Cargo,Freighter,311.3959464
200709,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Deplaned,Express,Passenger,690.8455008
201905,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Express,Passenger,0.3864672
201902,Swiss International,LX,Swiss International,LX,International,Europe,Enplaned,Mail,Passenger,27.435996
200602,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Deplaned,Express,Passenger,212.8894488
201808,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Deplaned,Mail,Passenger,15.2083008
200811,British Airways,BA,British Airways,BA,International,Europe,Deplaned,Mail,Passenger,3.0178008
201501,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Mail,Passenger,103.323276
200609,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Cargo,Passenger,84.9361464
201512,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Express,Passenger,4.8095208
201411,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Cargo,Passenger,103.3382448
201407,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Express,Passenger,2.4390072
200903,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Mail,Freighter,1.1648448
200904,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Enplaned,Cargo,Passenger,150.502212
201809,Nippon Cargo Airlines,KZ,Nippon Cargo Airlines,KZ,International,Asia,Enplaned,Cargo,Freighter,116.5461696
201403,Air Cargo Carriers,2Q,Air Cargo Carriers,2Q,Domestic,US,Deplaned,Express,Freighter,45.4253184
201211,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Mail,Passenger,64.6216704
201809,Icelandair EHF,FI,Icelandair EHF,FI,International,Europe,Deplaned,Cargo,Passenger,41.5651824
202002,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Enplaned,Cargo,Passenger,312.0550272
201407,United Airlines,UA,United Airlines,UA,International,Europe,Enplaned,Cargo,Passenger,548.3144016
201403,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Cargo,Passenger,81.6012792
200709,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Cargo,Passenger,90.767628
200604,Air France,AF,Air France,AF,International,Europe,Deplaned,Mail,Passenger,9.8403984
200802,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Deplaned,Cargo,Passenger,176.5111824
201007,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Cargo,Passenger,95.6660544
201407,Air China,CA,Air China,CA,International,Asia,Enplaned,Mail,Passenger,4.100544
200806,US Airways,US,US Airways,US,Domestic,US,Enplaned,Cargo,Passenger,128.9190168
201911,Kalitta Air,K4,Kalitta Air,K4,Domestic,US,Deplaned,Cargo,Freighter,1800.787918
200804,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Cargo,Freighter,735.9483096
202004,United Airlines,UA,United Airlines,UA,International,Asia,Enplaned,Express,Passenger,2.0965392
201203,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Express,Passenger,4.9401576
200701,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Deplaned,Express,Passenger,8.9595072
201405,Horizon Air,QX,Alaska Airlines,AS,Domestic,US,Deplaned,Cargo,Passenger,2.6385912
202012,Federal Express,FX,Federal Express,FX,Domestic,US,Enplaned,Cargo,Freighter,1319.276095
201402,SAS Airlines,SK,SAS Airlines,SK,International,Europe,Deplaned,Cargo,Passenger,334.8865296
202009,SAS Airlines,SK,SAS Airlines,SK,International,Europe,Deplaned,Mail,Passenger,4.9347144
200607,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Enplaned,Cargo,Passenger,0.0004536
201906,TAP Air Portugal,TP,TAP Air Portugal,TP,International,Europe,Enplaned,Cargo,Passenger,3.1724784
200601,Kitty Hawk Air Cargo,KR,Kitty Hawk Air Cargo,KR,Domestic,US,Deplaned,Cargo,Freighter,239.7906504
202007,United Airlines,UA,United Airlines,UA,International,Australia / Oceania,Enplaned,Express,Passenger,1.9463976
201605,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Deplaned,Mail,Passenger,60.0602688
201301,US Airways,US,US Airways,US,Domestic,US,Enplaned,Mail,Passenger,149.58594
201405,United Airlines,UA,United Airlines,UA,International,Asia,Enplaned,Cargo,Passenger,1441.19425
201109,Emirates,EK,Emirates,EK,International,Middle East,Enplaned,Mail,Passenger,4.2302736
201308,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Mail,Freighter,0.185976
201110,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Cargo,Passenger,0.4114152
201106,American Airlines,AA,American Airlines,AA,Domestic,US,Deplaned,Cargo,Passenger,418.4224128
201506,Ameriflight,A8,Ameriflight,A8,Domestic,US,Enplaned,Cargo,Freighter,69.93378
201812,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Cargo,Passenger,75.1742208
201206,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Enplaned,Mail,Passenger,6.7150944
202002,Air China,CA,Air China,CA,International,Asia,Enplaned,Cargo,Passenger,91.7215488
201510,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Mail,Freighter,1.2328848
201802,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Enplaned,Cargo,Passenger,495.4364352
200808,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Enplaned,Mail,Passenger,42.37758
201504,Swiss International,LX,Swiss International,LX,International,Europe,Enplaned,Cargo,Passenger,97.267716
201704,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Deplaned,Cargo,Passenger,487.6091136
201603,Turkish Airlines,TK,Turkish Airlines,TK,International,Europe,Deplaned,Cargo,Passenger,224.4725784
201111,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Express,Passenger,0.0149688
201502,China Southern,CZ,China Southern,CZ,International,Asia,Deplaned,Mail,Passenger,22.6192176
201805,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Cargo,Passenger,885.4253856
200705,Northwest Airlines (became Delta),NW,Northwest Airlines (became Delta),NW,International,Asia,Enplaned,Mail,Passenger,30.7717704
200605,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Deplaned,Mail,Passenger,16.220736
201910,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Cargo,Passenger,374.3411112
201507,United Airlines,UA,United Airlines,UA,International,Europe,Deplaned,Mail,Passenger,131.7440376
200701,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Enplaned,Express,Passenger,0.006804
202002,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Enplaned,Cargo,Passenger,84.18816
201805,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Deplaned,Mail,Passenger,275.7561408
201611,United Airlines,UA,United Airlines,UA,International,Asia,Enplaned,Express,Passenger,0.7180488
201711,United Airlines,UA,United Airlines,UA,International,Europe,Deplaned,Express,Passenger,0.0843696
201312,SAS Airlines,SK,SAS Airlines,SK,International,Europe,Enplaned,Express,Passenger,1.955016
200711,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Enplaned,Mail,Passenger,9.8503776
200812,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Express,Passenger,762.0334848
200705,Midwest Airlines,YX,Midwest Airlines,YX,Domestic,US,Deplaned,Cargo,Passenger,3.84426
200705,Horizon Air,QX,Alaska Airlines,AS,Domestic,US,Deplaned,Cargo,Passenger,4.4960832
201502,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Enplaned,Mail,Passenger,1.721412
201105,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Deplaned,Mail,Passenger,58.4490816
200707,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Enplaned,Express,Passenger,728.511084
200607,Air Canada Jazz,QK,Air Canada,AC,International,Canada,Deplaned,Express,Passenger,0.0099792
201805,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Deplaned,Cargo,Passenger,131.9486112
200808,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Enplaned,Mail,Passenger,21.6562248
201505,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Deplaned,Mail,Passenger,2.791908
200710,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Enplaned,Mail,Passenger,380.055564
202012,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Cargo,Passenger,853.486956
200912,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Enplaned,Cargo,Passenger,405.6095736
201410,United Airlines,UA,United Airlines,UA,International,Asia,Enplaned,Cargo,Passenger,878.9638536
200710,Air France,AF,Air France,AF,International,Europe,Enplaned,Cargo,Passenger,126.0273168
200802,American Airlines,AA,American Airlines,AA,Domestic,US,Deplaned,Cargo,Passenger,721.8966888
201904,Air China,CA,Air China,CA,International,Asia,Deplaned,Mail,Passenger,103.767804
201010,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Enplaned,Mail,Passenger,11.2207032
201501,SAS Airlines,SK,SAS Airlines,SK,International,Europe,Enplaned,Cargo,Passenger,128.0381256
200809,ABX Air,GB,ABX Air,GB,Domestic,US,Enplaned,Cargo,Freighter,950.9728536
200511,Nippon Cargo Airlines,KZ,Nippon Cargo Airlines,KZ,International,Asia,Deplaned,Cargo,Freighter,1129.732985
200807,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Deplaned,Mail,Passenger,116.3651832
201310,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Enplaned,Mail,Passenger,83.646108
201710,Nippon Cargo Airlines,KZ,Nippon Cargo Airlines,KZ,International,Asia,Enplaned,Cargo,Freighter,373.5944856
201603,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Express,Passenger,0.1369872
201001,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Deplaned,Mail,Passenger,11.5922016
202002,SkyWest Airlines,OO,Alaska Airlines,AS,Domestic,US,Enplaned,Cargo,Passenger,0.4744656
201410,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Cargo,Passenger,119.9676744
201101,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Express,Passenger,778.98996
201512,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Express,Freighter,26.5247136
201503,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Deplaned,Cargo,Passenger,175.2837408
200910,Horizon Air,QX,Alaska Airlines,AS,Domestic,US,Enplaned,Cargo,Passenger,8.749944
201204,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Deplaned,Mail,Passenger,0.4821768
200703,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Enplaned,Mail,Freighter,33.3586512
200801,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Enplaned,Express,Passenger,457.7046264
201603,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Deplaned,Cargo,Passenger,137.1046824
201011,Air China,CA,Air China,CA,International,Asia,Enplaned,Cargo,Combi,322.970004
201803,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Mail,Passenger,934.402392
200704,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Deplaned,Express,Passenger,11.6230464
201112,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Deplaned,Cargo,Passenger,184.3267104
200705,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Enplaned,Express,Passenger,0.1510488
201701,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Mail,Passenger,137.2883904
201307,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Express,Passenger,20.1611592
200903,Northwest Airlines (became Delta),NW,Northwest Airlines (became Delta),NW,International,Asia,Deplaned,Mail,Passenger,94.1596488
201503,"Atlas Air, Inc",5Y,"Atlas Air, Inc",5Y,Domestic,US,Deplaned,Cargo,Freighter,1165.376419
201809,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Deplaned,Mail,Passenger,19.1573424
200706,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Deplaned,Cargo,Passenger,0.122472
200601,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Deplaned,Express,Passenger,243.6566832
200705,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Deplaned,Express,Passenger,2406.345732
201106,Swiss International,LX,Swiss International,LX,International,Europe,Enplaned,Mail,Passenger,34.0934832
201703,United Airlines,UA,United Airlines,UA,International,Europe,Enplaned,Cargo,Passenger,461.159244
201012,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Cargo,Passenger,37.5921
201803,United Airlines,UA,United Airlines,UA,International,Mexico,Deplaned,Express,Passenger,0.108864
200904,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Mail,Freighter,2.9515752
200605,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Deplaned,Cargo,Passenger,179.5820544
201812,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Enplaned,Mail,Passenger,15.2981136
201603,Etihad Airways,EY,Etihad Airways,EY,International,Middle East,Deplaned,Mail,Passenger,0.1560384
201711,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Deplaned,Mail,Passenger,111.1016088
201408,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Enplaned,Cargo,Passenger,280.7951832
201809,Federal Express,FX,Federal Express,FX,Domestic,US,Enplaned,Cargo,Freighter,1510.304746
201706,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Mail,Passenger,1177.987406
201510,Etihad Airways,EY,Etihad Airways,EY,International,Middle East,Enplaned,Cargo,Passenger,53.867268
201302,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Express,Passenger,3.8428992
201911,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Express,Passenger,5.9589432
201909,El Al Israel Airlines LTD.,LY,El Al Israel Airlines LTD.,LY,International,Middle East,Deplaned,Cargo,Passenger,8.110368
200710,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Enplaned,Express,Passenger,34.8088104
200507,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Enplaned,Express,Passenger,5.5076112
201511,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Express,Passenger,17.2454184
202009,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Enplaned,Cargo,Passenger,115.7124528
200511,Horizon Air,QX,Alaska Airlines,AS,Domestic,US,Deplaned,Cargo,Passenger,13.0233096
201310,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Enplaned,Mail,Passenger,16.37496
200902,"TACA International Airlines, S.A.",TA,"TACA International Airlines, S.A.",TA,International,Central America,Deplaned,Cargo,Passenger,0.0585144
201803,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Enplaned,Mail,Passenger,19.0022112
201306,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Enplaned,Cargo,Passenger,63.92358
201102,"TACA International Airlines, S.A.",TA,"TACA International Airlines, S.A.",TA,International,Central America,Enplaned,Cargo,Passenger,0.5275368
200903,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Cargo,Passenger,8.146656
201802,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Mail,Passenger,23.7963096
200906,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Enplaned,Mail,Passenger,18.5830848
202003,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Mail,Freighter,85.1207616
201003,British Airways,BA,British Airways,BA,International,Europe,Enplaned,Mail,Passenger,4.749192
200712,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Enplaned,Mail,Passenger,11.5178112
201408,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Deplaned,Mail,Passenger,1.8511416
200507,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Deplaned,Cargo,Passenger,2380.273258
201910,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Express,Passenger,1.6901136
201911,Icelandair EHF,FI,Icelandair EHF,FI,International,Europe,Deplaned,Cargo,Passenger,20.0019456
202009,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Mail,Freighter,128.4150672
201605,United Airlines,UA,United Airlines,UA,International,Asia,Enplaned,Mail,Passenger,301.2207912
201612,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Express,Passenger,19.4090904
201501,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Express,Passenger,0.3102624
200812,China Airlines,CI,China Airlines,CI,International,Asia,Enplaned,Mail,Freighter,0.4227552
200705,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Mail,Passenger,93.8516544
200709,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Express,Passenger,0.5515776
201903,Turkish Airlines,TK,Turkish Airlines,TK,International,Europe,Enplaned,Cargo,Passenger,385.324128
201109,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Enplaned,Mail,Passenger,31.545612
200904,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Deplaned,Cargo,Passenger,80.7938712
201506,Air France,AF,Air France,AF,International,Europe,Enplaned,Cargo,Passenger,194.4206712
200510,Nippon Cargo Airlines,KZ,Nippon Cargo Airlines,KZ,International,Asia,Enplaned,Cargo,Freighter,675.5628096
202012,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Enplaned,Cargo,Passenger,155.3071968
200911,Northwest Airlines (became Delta),NW,Northwest Airlines (became Delta),NW,Domestic,US,Enplaned,Cargo,Passenger,32.4428328
201101,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Enplaned,Cargo,Passenger,0.1306368
201403,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Enplaned,Cargo,Passenger,71.049636
201403,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Deplaned,Cargo,Passenger,7.107912
201207,Air China,CA,Air China,CA,International,Asia,Deplaned,Mail,Passenger,0.8382528
200606,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Deplaned,Cargo,Passenger,293.3553672
201106,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Enplaned,Mail,Passenger,175.579488
202001,"Atlas Air, Inc",5Y,"Atlas Air, Inc",5Y,International,Asia,Enplaned,Cargo,Freighter,923.2243272
201606,United Airlines,UA,United Airlines,UA,International,Mexico,Enplaned,Express,Passenger,0.0108864
201608,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Enplaned,Mail,Passenger,0.0508032
201809,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Enplaned,Cargo,Passenger,99.82602
201306,LAN Peru,LP,LAN Peru,LP,International,South America,Enplaned,Cargo,Passenger,118.2449016
202011,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Cargo,Passenger,858.134088
201111,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Cargo,Freighter,604.381176
201112,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Enplaned,Mail,Passenger,186.5117016
200812,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Enplaned,Express,Passenger,2.19996
201202,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Cargo,Freighter,99.4626864
201605,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Mail,Freighter,17.0431128
201309,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Express,Freighter,10.9376568
201504,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Cargo,Freighter,532.8153432
200807,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Enplaned,Cargo,Passenger,43.1006184
201505,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Cargo,Passenger,780.9499656
202012,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Enplaned,Cargo,Passenger,261.321228
201512,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Cargo,Passenger,282.4503696
201103,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Enplaned,Cargo,Passenger,405.6127488
201412,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Enplaned,Cargo,Passenger,430.1833536
201211,Emirates,EK,Emirates,EK,International,Middle East,Enplaned,Cargo,Passenger,86.5255608
201112,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Mail,Passenger,83.6470152
201510,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Enplaned,Cargo,Passenger,141.4034496
201904,Horizon Air,QX,Alaska Airlines,AS,Domestic,US,Enplaned,Express,Passenger,0.267624
201512,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Express,Passenger,33.7392216
200710,Astar Air Cargo,ER,Astar Air Cargo,ER,Domestic,US,Enplaned,Express,Freighter,15.0976224
200807,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Mail,Passenger,11.0982312
201009,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Mail,Passenger,4.5822672
201910,"COPA Airlines, Inc.",CM,"COPA Airlines, Inc.",CM,International,Central America,Deplaned,Cargo,Passenger,1.864296
201912,"Atlas Air, Inc",5Y,"Atlas Air, Inc",5Y,International,Asia,Enplaned,Cargo,Freighter,430.3285056
201002,British Airways,BA,British Airways,BA,International,Europe,Deplaned,Mail,Passenger,10.3017096
201408,Emirates,EK,Emirates,EK,International,Middle East,Enplaned,Cargo,Passenger,38.2593456
200901,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Enplaned,Mail,Passenger,92.2431888
201707,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Mail,Passenger,1.059156
200909,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Deplaned,Cargo,Passenger,236.0652336
201303,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Deplaned,Cargo,Passenger,41.9992776
200608,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Express,Passenger,1579.901501
